event_id,visible,timestamp,location_long,location_lat,algorithm_marked_outlier,argos_altitude,argos_best_level,argos_calcul_freq,argos_error_radius,argos_gdop,argos_iq,argos_lat1,argos_lat2,argos_lc,argos_lon1,argos_lon2,argos_nb_mes,argos_nb_mes_120,argos_nopc,argos_orientation,argos_pass_duration,argos_semi_major,argos_semi_minor,argos_sensor_1,argos_sensor_2,argos_sensor_3,argos_sensor_4,argos_valid_location_algorithm,behavioural_classification,sensor_type,individual_taxon_canonical_name,tag_local_identifier,individual_local_identifier,study_name,utm_easting,utm_northing,utm_zone,study_timezone,study_local_timestamp
1279490736,TRUE,2015-05-18T14:59:16Z,-28.91134,38.51017,,0,-129,401677489,274,697,0,38.51017,42.39058,A,-28.91134,-11.88737,3,0,3,34,678,728,102,2,123,221,69,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,333351.6384,4264153.011,26N,Azores Summer Time,2015-05-18T14:59:16Z
1279490737,TRUE,2015-05-18T17:39:29Z,-28.918,38.4868,,0,-127,401677471.6,2925,1070,8,38.4868,38.4868,B,-28.918,-28.918,2,0,3,75,48,4052,2111,2,115,220,70,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,332716.8443,4261571.598,26N,Azores Summer Time,2015-05-18T17:39:29Z
1279490738,TRUE,2015-05-18T18:10:30Z,-28.92025,38.48374,,0,-127,401677501.3,2555,1144,6,38.48374,38.48374,B,-28.92025,-28.92025,1,0,3,76,0,3544,1841,2,114,220,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,332513.503,4261236.105,26N,Azores Summer Time,2015-05-18T18:10:30Z
1279490739,TRUE,2015-05-18T19:57:03Z,-28.96239,38.41331,,0,-129,401677469.1,4395,1130,8,38.41331,38.41331,B,-28.96239,-28.96239,2,0,3,102,146,8486,2276,2,117,218,77,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,328671.1539,4253497.636,26N,Azores Summer Time,2015-05-18T19:57:03Z
1279490740,TRUE,2015-05-18T20:19:06Z,-28.96494,38.38507,,0,-124,401677487.3,4028,991,0,38.38507,38.38507,B,-28.96494,-28.96494,2,0,3,97,101,24043,675,2,119,219,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,328381.7187,4250368.454,26N,Azores Summer Time,2015-05-18T20:19:06Z
1279490741,TRUE,2015-05-18T21:16:20Z,-28.9764,38.3691,,0,-124,401677531,3355,1166,6,38.3691,38.3691,B,-28.9764,-28.9764,1,0,2,96,0,9667,1164,2,113,219,69,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,327342.7393,4248617.578,26N,Azores Summer Time,2015-05-18T21:16:20Z
1279490742,TRUE,2015-05-18T22:50:14Z,-29.03741,38.39546,,0,-115,401677489.9,7631,1114,48,38.39546,38.39546,0,-29.03741,-29.03741,4,1,3,80,693,86494,673,2,118,218,71,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,322077.0411,4251658.834,26N,Azores Summer Time,2015-05-18T22:50:14Z
1279490743,TRUE,2015-05-19T00:33:37Z,-29.07846,38.38132,,0,-135,401677499.8,6651,1363,8,38.38132,38.38132,B,-29.07846,-29.07846,1,0,2,81,0,18238,2425,3,120,217,69,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,318456.502,4250169.642,26N,Azores Summer Time,2015-05-19T00:33:37Z
1279490744,TRUE,2015-05-19T03:20:07Z,-29.13443,38.36377,,0,-124,401677475.6,16531,4152,8,38.36377,38.36377,B,-29.13443,-29.13443,1,0,3,72,0,88255,3096,3,115,216,70,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,313522.2139,4248333.652,26N,Azores Summer Time,2015-05-19T03:20:07Z
1279490745,TRUE,2015-05-19T05:05:32Z,-29.51556,38.28287,,0,-125,401677489.9,1632,2419,58,38.28287,40.71254,B,-29.51556,-41.74617,2,0,2,83,48,29509,90,3,116,216,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,279975.0163,4240194.321,26N,Azores Summer Time,2015-05-19T05:05:32Z
1279490746,TRUE,2015-05-19T05:58:14Z,-29.51776,38.28274,,0,-127,401677502.5,1658,2455,7,38.28274,38.28274,B,-29.51776,-29.51776,1,0,3,83,0,11739,234,3,116,216,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,279782.1699,4240185.134,26N,Azores Summer Time,2015-05-19T05:58:14Z
1279490747,TRUE,2015-05-19T06:27:15Z,-29.51827,38.28298,,0,-127,401677492,1677,2487,0,38.28298,38.28298,B,-29.51827,-29.51827,1,0,3,83,0,9982,281,3,117,216,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,279738.2814,4240212.985,26N,Azores Summer Time,2015-05-19T06:27:15Z
1279490748,TRUE,2015-05-19T07:38:25Z,-29.56099,38.30749,,0,-129,401677494.6,4534,2390,8,38.30749,38.30749,B,-29.56099,-29.56099,2,0,3,80,48,53563,383,3,125,216,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,276076.577,4243035.887,26N,Azores Summer Time,2015-05-19T07:38:25Z
1279490749,TRUE,2015-05-19T07:50:03Z,-29.52136,38.28278,,0,-127,401677490.6,1227,2566,8,38.28278,38.28278,B,-29.52136,-29.52136,1,0,3,83,0,5321,282,3,123,216,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,279467.3666,4240198.158,26N,Azores Summer Time,2015-05-19T07:50:03Z
1279490750,TRUE,2015-05-19T08:11:05Z,-29.58463,38.29875,,0,-129,401677488.9,4584,2294,0,38.29875,38.29875,B,-29.58463,-29.58463,2,0,3,82,105,34085,616,3,124,215,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,273982.1173,4242123.468,26N,Azores Summer Time,2015-05-19T08:11:05Z
1279490751,TRUE,2015-05-19T09:24:15Z,-29.61394,38.30418,,0,-135,401677537.3,4881,2330,6,38.30418,38.30418,B,-29.61394,-29.61394,1,0,3,82,0,22367,1065,3,123,215,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,271435.6878,4242798.241,26N,Azores Summer Time,2015-05-19T09:24:15Z
1279490752,TRUE,2015-05-19T09:48:15Z,-29.5545,38.28038,,0,-135,401677520.3,3461,2578,0,38.28038,38.28038,B,-29.5545,-29.5545,1,0,3,82,0,11301,1059,3,122,215,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,276560.9423,4240011.409,26N,Azores Summer Time,2015-05-19T09:48:15Z
1279490753,TRUE,2015-05-19T11:14:23Z,-29.83389,38.23754,,0,-115,401677577.1,299,783,60,38.23754,34.08176,B,-29.83389,-9.16822,2,2,2,103,59,2882,30,3,120,214,69,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,251972.848,4235969.205,26N,Azores Summer Time,2015-05-19T11:14:23Z
1279490754,TRUE,2015-05-19T12:50:18Z,-29.74025,38.32721,,0,-132,401677549.3,1109,1842,8,38.32721,38.32721,B,-29.74025,-29.74025,1,0,3,64,0,3161,389,3,121,214,70,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,260465.0019,4245674.444,26N,Azores Summer Time,2015-05-19T12:50:18Z
1279490755,TRUE,2015-05-19T14:48:29Z,-29.88458,38.28869,,0,-128,401677476.1,6306,1193,8,38.28869,38.28869,A,-29.88458,-29.88458,3,0,3,173,615,22181,1792,3,121,213,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,247712.6423,4241783.517,26N,Azores Summer Time,2015-05-19T14:48:29Z
1279490756,TRUE,2015-05-19T16:32:02Z,-29.95868,38.28563,,0,-126,401677460.9,7764,1469,8,38.28563,38.28563,B,-29.95868,-29.95868,1,0,3,174,0,12725,4736,3,122,213,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,241219.597,4241648.87,26N,Azores Summer Time,2015-05-19T16:32:02Z
1279490757,TRUE,2015-05-19T17:37:47Z,-30.02293,38.28353,,0,-133,401677477.3,18446,4937,7,38.28353,38.28353,B,-30.02293,-30.02293,1,0,3,89,0,80092,4248,3,123,213,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,760396.7293,4241467.466,25N,Azores Summer Time,2015-05-19T17:37:47Z
1279490758,TRUE,2015-05-19T17:49:17Z,-29.63961,38.25774,,0,-128,401677548.4,6185,3439,0,38.25774,38.25774,B,-29.63961,-29.63961,2,0,3,75,55,30402,1258,3,123,213,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,269043.5099,4237707.937,26N,Azores Summer Time,2015-05-19T17:49:17Z
1279490759,TRUE,2015-05-19T19:12:22Z,-30.03529,38.21793,,0,-133,401677476.1,3923,789,48,38.21793,33.99928,A,-30.03529,-51.08561,3,0,2,176,658,5200,2959,3,121,212,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,759548.8631,4234151.634,25N,Azores Summer Time,2015-05-19T19:12:22Z
1279490760,TRUE,2015-05-19T19:28:22Z,-30.03659,38.14986,,0,-128,401677468.5,5773,684,0,38.14986,38.14986,B,-30.03659,-30.03659,2,0,3,100,44,6699,4975,3,122,212,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,759676.8104,4226592.841,25N,Azores Summer Time,2015-05-19T19:28:22Z
1279490761,TRUE,2015-05-19T19:46:44Z,-29.9247,38.05721,,0,-130,401677510.3,1912,542,68,38.05721,34.12903,B,-29.9247,-10.4224,2,0,2,89,189,10987,332,3,124,212,67,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,243391.7698,4216201.944,26N,Azores Summer Time,2015-05-19T19:46:44Z
1279490762,TRUE,2015-05-19T21:06:25Z,-29.92472,38.05714,,0,-137,401677457.2,2525,878,8,38.05714,34.13031,B,-29.92472,-10.42222,1,0,3,89,0,4606,1383,130,204,93,122,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,243389.77,4216194.23,26N,Azores Summer Time,2015-05-19T21:06:25Z
1279490763,TRUE,2015-05-19T21:29:45Z,-29.92683,38.05361,,0,-135,401677558.4,2790,947,0,38.05361,34.11505,B,-29.92683,-10.42681,1,0,3,90,0,4878,1596,3,120,212,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,243192.2553,4215808.275,26N,Azores Summer Time,2015-05-19T21:29:45Z
1279490764,TRUE,2015-05-19T23:25:18Z,-29.92532,38.05014,,0,-132,401677491.2,2611,1252,1,38.05014,38.05014,B,-29.92532,-29.92532,1,0,3,89,0,4011,1698,3,122,212,65,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,243312.644,4215418.971,26N,Azores Summer Time,2015-05-19T23:25:18Z
1279490765,TRUE,2015-05-20T00:12:33Z,-29.9253,38.0489,,0,-131,401677452.2,505,1359,8,38.0489,38.0489,B,-29.9253,-29.9253,1,0,3,89,0,755,338,4,123,212,65,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,243310.0647,4215281.291,26N,Azores Summer Time,2015-05-20T00:12:33Z
1279490766,TRUE,2015-05-20T03:08:27Z,-30.31715,37.8433,,0,-127,401677476.1,201,492,68,37.8433,29.15524,B,-30.31715,11.73554,2,0,2,86,396,432,92,4,123,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,736068.918,4191821.249,25N,Azores Summer Time,2015-05-20T03:08:27Z
1279490767,TRUE,2015-05-20T04:54:29Z,-30.31703,37.84424,,0,-124,401677491.2,346,936,8,37.84424,37.84424,B,-30.31703,-30.31703,1,0,3,87,0,503,238,4,124,211,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,736076.4798,4191925.873,25N,Azores Summer Time,2015-05-20T04:54:29Z
1279490768,TRUE,2015-05-20T06:29:20Z,-30.31801,37.84426,,0,-133,401677515.3,436,1199,7,37.84426,37.84426,B,-30.31801,-30.31801,1,0,3,88,0,596,318,4,123,212,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,735990.1694,4191925.613,25N,Azores Summer Time,2015-05-20T06:29:20Z
1279490769,TRUE,2015-05-20T07:09:57Z,-30.33046,37.85038,,0,-127,401677496,2842,1204,8,37.85038,37.85038,B,-30.33046,-30.33046,2,0,3,74,52,3874,2084,4,122,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,734875.0567,4192573.39,25N,Azores Summer Time,2015-05-20T07:09:57Z
1279490770,TRUE,2015-05-20T07:33:40Z,-30.33057,37.84947,,0,-122,401677523.4,2969,1258,0,37.84947,37.84947,B,-30.33057,-30.33057,1,0,3,75,0,4028,2188,4,123,212,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,734868.266,4192472.122,25N,Azores Summer Time,2015-05-20T07:33:40Z
1279490771,TRUE,2015-05-20T07:44:08Z,-30.33373,37.84913,,0,-123,401677564.1,3092,1310,0,37.84913,37.84913,B,-30.33373,-30.33373,1,0,2,81,0,4186,2283,4,123,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,734591.2634,4192426.438,25N,Azores Summer Time,2015-05-20T07:44:08Z
1279490772,TRUE,2015-05-20T08:50:02Z,-30.35662,37.82414,,0,-135,401677451.1,5654,1358,8,37.82414,37.82414,B,-30.35662,-30.35662,2,0,2,91,51,8267,3866,4,122,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,732655.4761,4189595.776,25N,Azores Summer Time,2015-05-20T08:50:02Z
1279490773,TRUE,2015-05-20T09:19:25Z,-30.3713,37.81777,,0,-129,401677535.3,8365,1550,0,37.81777,37.81777,B,-30.3713,-30.3713,2,0,3,102,52,13486,5188,4,122,212,66,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,731383.0997,4188852.361,25N,Azores Summer Time,2015-05-20T09:19:25Z
1279490774,TRUE,2015-05-20T10:55:40Z,-30.38429,37.81131,,0,-124,401677564.7,9806,1817,7,37.81131,37.81131,B,-30.38429,-30.38429,1,0,3,94,0,15146,6348,4,124,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,730259.5769,4188103.332,25N,Azores Summer Time,2015-05-20T10:55:40Z
1279490775,TRUE,2015-05-20T11:50:44Z,-30.39413,37.80574,,0,-129,401677476.1,17849,2707,8,37.80574,37.80574,B,-30.39413,-30.39413,2,0,3,74,56,39230,8120,4,122,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,729410.4634,4187460.97,25N,Azores Summer Time,2015-05-20T11:50:44Z
1279490776,TRUE,2015-05-20T12:32:47Z,-30.8268,37.72092,,0,-121,401677511.7,20598,4418,6,37.72092,37.72092,Z,-30.8268,-30.8268,1,0,2,137,0,136371,3111,29,232,235,218,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,691533.6113,4177074.207,25N,Azores Summer Time,2015-05-20T12:32:47Z
1279490777,TRUE,2015-05-20T14:33:55Z,-30.80969,37.70162,,0,-132,401677426.5,1907,5384,8,37.70162,37.70162,B,-30.80969,-30.80969,1,0,3,137,0,10957,331,4,124,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,693091.8802,4174967.693,25N,Azores Summer Time,2015-05-20T14:33:55Z
1279490778,TRUE,2015-05-20T18:59:21Z,-30.6933,37.5717,,0,-135,401677386.1,1557,4387,8,37.5717,37.5717,B,-30.6933,-30.6933,1,0,3,137,0,4979,486,4,120,213,49,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,703708.5145,4160797.104,25N,Azores Summer Time,2015-05-20T18:59:21Z
1279490779,TRUE,2015-05-20T18:59:50Z,-30.55895,37.39714,,0,-125,401677485.6,3899,1352,0,37.39714,37.39714,B,-30.55895,-30.55895,2,0,3,79,58,31777,478,4,120,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,716077.5169,4141726.367,25N,Azores Summer Time,2015-05-20T18:59:50Z
1279490780,TRUE,2015-05-20T19:15:34Z,-30.61695,37.48113,,0,-133,401677456.4,928,2599,0,37.48113,37.48113,B,-30.61695,-30.61695,1,0,3,132,0,1577,546,223,79,108,124,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,710706.8727,4150915.1,25N,Azores Summer Time,2015-05-20T19:15:34Z
1279490781,TRUE,2015-05-20T20:41:45Z,-30.57489,37.42184,,0,-133,401677415.8,884,2468,8,37.42184,37.42184,B,-30.57489,-30.57489,1,0,3,123,0,1363,572,4,120,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,714595.7918,4144430.839,25N,Azores Summer Time,2015-05-20T20:41:45Z
1279490782,TRUE,2015-05-20T20:55:16Z,-30.52065,37.12611,,0,-132,401677541.8,29896,3541,0,37.12611,37.12611,B,-30.52065,-30.52065,2,0,3,126,46,136931,6526,4,124,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,720256.7794,4111739.7,25N,Azores Summer Time,2015-05-20T20:55:16Z
1279490783,TRUE,2015-05-20T22:16:41Z,-30.96786,37.18248,,0,-118,401677476.1,27519,3259,60,37.18248,42.50481,B,-30.96786,-6.28759,2,1,3,35,46,395478,1914,4,127,213,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,680389.1091,4117049.566,25N,Azores Summer Time,2015-05-20T22:16:41Z
1279490784,TRUE,2015-05-20T23:12:17Z,-30.98227,37.16171,,0,-129,401677483.3,284,678,8,37.16171,37.16171,B,-30.98227,-30.98227,2,0,3,75,436,944,85,4,120,213,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,679158.8734,4114717.691,25N,Azores Summer Time,2015-05-20T23:12:17Z
1279490785,TRUE,2015-05-20T23:49:18Z,-30.98563,37.15782,,0,-131,401677487.1,345,809,8,37.15782,37.15782,B,-30.98563,-30.98563,2,0,2,75,59,775,153,4,119,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,678869.6675,4114279.731,25N,Azores Summer Time,2015-05-20T23:49:18Z
1279490786,TRUE,2015-05-21T02:59:43Z,-30.9999,37.13699,,0,-135,401677516.6,549,1481,8,37.13699,37.13699,B,-30.9999,-30.9999,1,0,3,67,0,828,364,5,122,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,677651.1355,4111941.723,25N,Azores Summer Time,2015-05-21T02:59:43Z
1279490787,TRUE,2015-05-21T04:36:34Z,-31.00711,37.12645,,0,-126,401677490.1,1252,3508,8,37.12645,37.12645,B,-31.00711,-31.00711,2,0,3,40,612,3682,426,5,119,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,677035.2289,4110758.787,25N,Azores Summer Time,2015-05-21T04:36:34Z
1279490788,TRUE,2015-05-21T06:19:41Z,-31.04315,37.08375,,0,-132,401677570.1,2772,2658,6,37.08375,37.08375,B,-31.04315,-31.04315,1,0,2,48,0,5578,1377,5,120,212,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,673930.9825,4105954.456,25N,Azores Summer Time,2015-05-21T06:19:41Z
1279490789,TRUE,2015-05-21T06:29:52Z,-31.10791,36.99811,,0,-134,401677461,3252,3040,0,36.99811,36.99811,B,-31.10791,-31.10791,1,0,3,39,0,6901,1532,5,120,212,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,668363.4103,4096335.998,25N,Azores Summer Time,2015-05-21T06:29:52Z
1279490790,TRUE,2015-05-21T07:14:57Z,-31.19442,36.94088,,0,-121,401677476.1,3251,2435,50,36.94088,32.65088,B,-31.19442,-12.14974,2,0,2,65,55,45912,230,5,120,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,660785.1605,4089836.891,25N,Azores Summer Time,2015-05-21T07:14:57Z
1279490791,TRUE,2015-05-21T07:26:11Z,-31.20999,36.93353,,0,-125,401677506.6,2873,2154,0,36.93353,33.15561,B,-31.20999,-12.52347,1,0,3,65,0,26122,316,5,121,212,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,659413.8548,4088995.271,25N,Azores Summer Time,2015-05-21T07:26:11Z
1279490792,TRUE,2015-05-21T08:15:38Z,-31.27331,36.89759,,0,-120,401677474.7,1823,1188,1,36.89759,36.89759,B,-31.27331,-31.27331,2,0,2,77,52,7420,447,5,117,213,52,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,653846.4431,4084903.847,25N,Azores Summer Time,2015-05-21T08:15:38Z
1279490793,TRUE,2015-05-21T09:02:11Z,-31.29848,36.88122,,0,-133,401677493.9,4445,1267,6,36.88122,36.88122,B,-31.29848,-31.29848,2,0,3,79,53,13238,1492,5,121,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,651636.0182,4083047.381,25N,Azores Summer Time,2015-05-21T09:02:11Z
1279490794,TRUE,2015-05-21T09:02:11Z,-31.30322,36.88135,,0,-128,401677487.5,3441,1192,7,36.88135,36.88135,B,-31.30322,-31.30322,2,0,3,81,53,9575,1236,5,121,212,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,651213.3077,4083054.283,25N,Azores Summer Time,2015-05-21T09:02:11Z
1279490795,TRUE,2015-05-21T11:22:39Z,-31.36522,36.8409,,0,-127,401677502.8,3830,1486,8,36.8409,36.8409,B,-31.36522,-31.36522,1,0,3,82,0,7447,1969,5,120,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,645764.404,4078470.178,25N,Azores Summer Time,2015-05-21T11:22:39Z
1279490796,TRUE,2015-05-21T12:09:23Z,-36.4177,37.66039,,0,-118,401677476.1,3804,894,40,37.66039,36.6912,A,-36.4177,-31.39544,3,1,3,110,450,15998,904,5,120,213,61,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,727780.3079,4171273.034,24N,Azores Summer Time,2015-05-21T12:09:23Z
1279490797,TRUE,2015-05-21T13:08:03Z,-31.41333,36.68757,,0,-133,401677485.4,2886,878,8,36.68757,36.68757,B,-31.41333,-31.41333,2,0,3,100,55,6335,1314,5,119,213,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,641756.4001,4061387.26,25N,Azores Summer Time,2015-05-21T13:08:03Z
1279490798,TRUE,2015-05-21T13:52:08Z,-31.41776,36.68676,,0,-129,401677500.8,2727,1016,7,36.68676,36.68676,B,-31.41776,-31.41776,1,0,3,99,0,5040,1474,5,122,205,189,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,641362.0685,4061290.857,25N,Azores Summer Time,2015-05-21T13:52:08Z
1279490799,TRUE,2015-05-21T14:23:14Z,-31.42952,36.68894,,0,-127,401677466,2564,999,8,36.68894,36.68894,B,-31.42952,-31.42952,2,0,3,92,43,4012,1637,5,120,213,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,640307.357,4061515.43,25N,Azores Summer Time,2015-05-21T14:23:14Z
1279490800,TRUE,2015-05-21T16:05:50Z,-31.56031,36.66312,,0,-126,401677473.7,4849,760,48,36.66312,36.66312,0,-31.56031,-31.56031,4,0,3,18,545,8982,2617,5,118,213,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,628664.779,4058467.583,25N,Azores Summer Time,2015-05-21T16:05:50Z
1279490801,TRUE,2015-05-21T17:11:03Z,-31.59494,36.63595,,0,-127,401677470.6,3879,864,8,36.63595,36.63595,B,-31.59494,-31.59494,2,0,3,52,59,4551,3306,5,119,213,62,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,625613.8521,4055407.553,25N,Azores Summer Time,2015-05-21T17:11:03Z
1279490802,TRUE,2015-05-21T17:49:30Z,-31.61426,36.62883,,0,-138,401677456.2,3836,987,8,36.62883,36.62883,B,-31.61426,-31.61426,1,0,3,62,0,4408,3337,5,119,213,61,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,623897.926,4054592.582,25N,Azores Summer Time,2015-05-21T17:49:30Z
1279490803,TRUE,2015-05-21T18:32:20Z,-31.6268,36.62421,,0,-129,401677480.1,10973,2562,8,36.62421,36.62421,B,-31.6268,-31.6268,2,0,3,69,49,39733,3030,5,117,212,65,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,622784.0015,4054063.951,25N,Azores Summer Time,2015-05-21T18:32:20Z
1279490804,TRUE,2015-05-21T18:49:26Z,-31.71225,36.54837,,0,-136,401677483.1,548,1500,0,36.54837,36.54837,B,-31.71225,-31.71225,2,0,3,110,76,2357,127,5,118,213,63,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,615255.8687,4045544.871,25N,Azores Summer Time,2015-05-21T18:49:26Z
1279490805,TRUE,2015-05-21T18:50:04Z,-31.71257,36.53816,,0,-127,401677480.2,1149,953,0,36.53816,36.53816,A,-31.71257,-31.71257,3,0,3,80,370,14318,92,5,121,212,68,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,615242.383,4044411.862,25N,Azores Summer Time,2015-05-21T18:50:04Z
1279490806,TRUE,2015-05-21T20:17:20Z,-31.7779,36.51455,,0,-132,401677480.1,659,662,8,36.51455,36.51455,B,-31.7779,-31.7779,2,0,3,118,434,2249,193,5,117,212,64,,,argos-doppler-shift,Balaenoptera musculus,60782,60782,Azores Great Whales Satellite Telemetry Program ,609427.4528,4041716.5,25N,Azores Summer Time,2015-05-21T20:17:20Z
